"category","name","rel_path","dir","size_kb","modified"
"uncategorized","ACCOUNT_SETTINGS_UX.md","docs\specs\ui\ACCOUNT_SETTINGS_UX.md","docs\specs\ui","0.81","2026-01-31T20:29:41"
"uncategorized","CLEANER_APP_UX.md","docs\specs\ui\CLEANER_APP_UX.md","docs\specs\ui","1.07","2026-01-31T20:29:41"
"uncategorized","CLEANER_PORTAL_CLIENTS_INVOICING.md","docs\specs\ui\CLEANER_PORTAL_CLIENTS_INVOICING.md","docs\specs\ui","8.4","2026-01-31T20:29:41"
"uncategorized","CLIENT_BOOKING_UX.md","docs\specs\ui\CLIENT_BOOKING_UX.md","docs\specs\ui","1.1","2026-01-31T20:29:41"
"uncategorized","CLIENT_POST_JOB_UX.md","docs\specs\ui\CLIENT_POST_JOB_UX.md","docs\specs\ui","0.97","2026-01-31T20:29:41"
"uncategorized","DISPUTE_UX.md","docs\specs\ui\DISPUTE_UX.md","docs\specs\ui","1","2026-01-31T20:29:41"
"uncategorized","PAYMENT_FAILURE_UX.md","docs\specs\ui\PAYMENT_FAILURE_UX.md","docs\specs\ui","0.68","2026-01-31T20:29:41"
"uncategorized","PAYOUT_FAILURE_UX.md","docs\specs\ui\PAYOUT_FAILURE_UX.md","docs\specs\ui","0.74","2026-01-31T20:29:41"
"uncategorized","TASK_COMPLETION_SUMMARY.md","docs\status-reports\TASK_COMPLETION_SUMMARY.md","docs\status-reports","2.56","2026-01-31T20:29:41"
"uncategorized","PERFORMANCE_OPTIMIZATION_GUIDE.md","docs\testing\PERFORMANCE_OPTIMIZATION_GUIDE.md","docs\testing","15.51","2026-01-31T20:29:41"
"uncategorized","SECURITY_AUDIT_QUICK_START.md","docs\testing\SECURITY_AUDIT_QUICK_START.md","docs\testing","1.46","2026-01-31T20:29:41"
"uncategorized","TEST_PAGE_IMPROVEMENTS.md","docs\testing\TEST_PAGE_IMPROVEMENTS.md","docs\testing","6.17","2026-01-31T20:29:41"
"uncategorized","UI_TESTING_CHECKLIST.md","docs\testing\UI_TESTING_CHECKLIST.md","docs\testing","14.25","2026-01-31T20:29:41"
"uncategorized","V1_ENABLED_FEATURES.md","docs\V1_ENABLED_FEATURES.md","docs","7.1","2026-01-31T20:29:41"
"uncategorized","V2_FEATURES_DETAILED_BREAKDOWN.md","docs\V2_FEATURES_DETAILED_BREAKDOWN.md","docs","27.13","2026-01-31T20:29:41"
"uncategorized","V3_EXECUTION_PLAN.md","docs\V3_EXECUTION_PLAN.md","docs","5.47","2026-01-31T20:29:41"
"uncategorized","V3_FEATURES_DETAILED_BREAKDOWN.md","docs\V3_FEATURES_DETAILED_BREAKDOWN.md","docs","20.28","2026-01-31T20:29:41"
"uncategorized","V4_IMPLEMENTATION_PLAN.md","docs\V4_IMPLEMENTATION_PLAN.md","docs","4.34","2026-01-31T20:29:41"
"uncategorized","VERSION_FEATURE_BREAKDOWN.md","docs\VERSION_FEATURE_BREAKDOWN.md","docs","24.19","2026-01-31T20:29:41"
"uncategorized","V2_PLAN.md","docs\versions\V2_PLAN.md","docs\versions","7.2","2026-01-31T20:29:41"
"uncategorized","V3_PLAN.md","docs\versions\V3_PLAN.md","docs\versions","8.76","2026-01-31T20:29:41"
"uncategorized","V4_PLAN.md","docs\versions\V4_PLAN.md","docs\versions","6.68","2026-01-31T20:29:41"
"uncategorized","V5_PLAN.md","docs\versions\V5_PLAN.md","docs\versions","7.29","2026-01-31T20:29:41"
"uncategorized","IMPLEMENTATION_GUIDE.md","IMPLEMENTATION_GUIDE.md","","0","2026-01-31T20:29:41"
"uncategorized","NEXT_5_MOVES.md","NEXT_5_MOVES.md","","5.72","2026-01-31T20:29:41"
"uncategorized","PRODUCT_VISION.md","product\PRODUCT_VISION.md","product","0","2026-01-31T20:29:41"
"uncategorized","PURETASK_LONG_TERM_ROADMAP.md","product\PURETASK_LONG_TERM_ROADMAP.md","product","0","2026-01-31T20:29:41"
"uncategorized","TEST_ACCOUNTS_REFERENCE.md","TEST_ACCOUNTS_REFERENCE.md","","9.81","2026-01-31T20:29:41"
